episode,seed,ret,success,length,steps_to_goal,path_length,optimal_path,start,goal,path_efficiency
0,1000000,0.0,False,300,,2.4396614186917924,3.095682468513899,"(1.0938206944420876, 1.1084305835405575)","(-1.1457343702490923, -0.9784915915009608)",
1,1000001,0.0,False,300,,2.5130827288813107,0.815569415042095,"(0.8605997569441359, 1.1057251651621436)","(1.237816417321165, -0.09670526035437693)",
2,1000002,0.0,False,300,,2.4842201135092297,2.059329650158614,"(0.8359135992463929, 1.1736887974995112)","(0.1766902921978361, -1.1585889373779077)",
3,1000003,0.0,False,300,,2.107062203210808,3.87974562783416,"(-0.9598456426023949, -0.7915939768646133)","(-0.9598625799245601, 1.0096244610355893)",
4,1000004,0.0,False,300,,0.720976218403291,1.2162277660168375,"(-0.7917247332805528, 0.8198842512640626)","(0.8346953727414063, 1.0258664000726552)",
5,1000005,0.0,False,300,,4.256639617142319,0.4814506779490629,"(-0.23241542450153935, -1.2014336018905007)","(-1.0454622785911933, -0.7743742410624596)",
6,1000006,0.0,False,300,,0.688564190359516,2.86523232475967,"(-1.1865196335989603, 1.1706863397654685)","(1.0997990383079492, -0.7871924849505308)",
7,1000007,0.0,False,300,,1.9306494836454036,0.8331138830084193,"(-0.030551318519921933, -1.0853470175863116)","(1.2350278120873528, -1.2228459924107467)",
8,1000008,0.0,False,300,,1.4230662899344433,0.47500000000000014,"(0.22919028831684157, -0.978780669133515)","(1.1364836377412635, -1.0660573439834964)",
9,1000009,0.0,False,300,,3.2471159403682734,1.9742034597780158,"(1.217327525646871, -0.0688755632060411)","(-0.9682839665427542, -0.9377910309245894)",
10,1000010,0.0,False,300,,0.5448883294780904,0.42905694150420953,"(0.8584736852588637, -0.9968432980483453)","(-0.0055025996658442655, -1.150090110875475)",
11,1000011,0.0,False,300,,0.8452375247690681,1.6351862539117181,"(-0.7592416353990135, 0.9570179489076839)","(1.0758239637207863, 0.10741224428127782)",
12,1000012,0.0,False,300,,2.7908009813525423,0.4048759228251127,"(0.9489201760756624, -1.0553439819456882)","(1.1935661960768802, -0.2406163518161245)",
13,1000013,0.0,False,300,,2.134849039168722,3.091625527009689,"(1.0554037161104208, 1.1622096894297287)","(-1.0781456492369095, -1.0860057868597162)",
14,1000014,3.0,True,300,16,0.4476355811267735,0.24999999999999997,"(1.224635635577469, 0.760193369771347)","(1.147925776889568, 0.0680756157044109)",0.5584900095982277
15,1000015,73.0,True,300,55,0.6911200046094025,0.5452847075210474,"(-0.9725083733849845, -0.9607257868674003)","(-0.009748253399239959, -0.7549766751993947)",0.7889870122182671
16,1000016,0.0,False,300,,0.5383291023072698,2.238395196571477,"(-1.1727966717779492, -1.242221153220541)","(0.9364763689933231, 0.14355353307265117)",
17,1000017,0.0,False,300,,1.6156704184630635,0.6000000000000002,"(0.13217183237761515, 0.7612787328431239)","(1.1514724220080352, 0.8291942492773791)",
18,1000018,0.0,False,300,,1.2755147267356577,2.3354866969255,"(-0.7789836384702132, -0.7500078160277028)","(0.8359879712703817, 0.7877127318758786)",
19,1000019,0.0,False,300,,1.4353381922487722,1.8767144629423402,"(-0.09347463811983076, 0.7687442939396321)","(0.8840994750280944, -0.996015294111607)",
20,1000020,0.0,False,300,,2.5691291788631117,1.8960357139169721,"(0.957021565837876, 0.8403232385934718)","(-0.053626490787756, -1.1533162415829064)",
21,1000021,0.0,False,300,,0.47636339958204915,2.107480037106538,"(-1.0920099191105077, -1.0479596860765703)","(1.109612802196493, 0.010429365241071908)",
22,1000022,0.0,False,300,,3.130320961807062,2.0687612102800825,"(1.1303234849854376, 1.0934008202364405)","(-0.10218309813274767, -0.8960256703351812)",
23,1000023,0.0,False,300,,1.9446266901029226,2.832797715253761,"(0.10571894219860428, 0.8177355912335362)","(-0.8960589739141526, -1.1370952266754706)",
24,1000024,0.0,False,300,,6.437358062462662,1.641227766016836,"(1.117756415850815, 1.1439159353762745)","(-0.9379632959449571, 0.9540394460031347)",
25,1000025,0.0,False,300,,0.6706708641764991,1.0050917787211613,"(-0.16717286488974165, -0.9953637620071333)","(1.0500469609556422, -0.22735132223226806)",
26,1000026,0.0,False,300,,6.137544450017849,1.7040569415042075,"(1.0681490916332572, 0.8023239819013355)","(-1.0597684340895965, 0.922936061695784)",
27,1000027,0.0,False,300,,3.373845872368484,0.17905694150420948,"(0.9925404832229593, -0.24398983740277141)","(1.1517841687991628, -0.8503876403944852)",
28,1000028,0.0,False,300,,5.954489464252793,1.8985157486116178,"(0.8942404732929252, 0.13363081788938336)","(-1.1408042861046577, 1.0446560197333312)",
29,1000029,0.0,False,300,,4.716327571452202,1.428398590529465,"(1.0497726414055228, -1.1449807279698316)","(-0.7876500410048815, -0.8911451121218853)",
30,1000030,0.0,False,300,,1.5281006703829214,1.0579912177625654,"(-0.12111508120063519, 0.904708520206666)","(0.7757263883211754, -0.12024302267869652)",
31,1000031,0.0,False,300,,3.53939631958983,2.224038774053281,"(1.1595639445214367, -1.139432500713627)","(-0.1969547814181622, 0.9282279514688769)",
32,1000032,0.0,False,300,,2.7267948617317463,3.0158906757344113,"(1.127015191898848, 0.9377934621741972)","(-1.202106102787887, -0.9427688623446786)",
33,1000033,0.0,False,300,,1.7764174400952568,2.8695111538007714,"(0.2382092218779729, 0.8804726047675387)","(-1.110256687954068, -0.7631361687818161)",
